country_id,latitude,longitude,path,row,scan,track,acq_date,acq_time,satellite,confidence,daynight
USA,37.610328,-81.337242,018,034,5665,3436,2023-09-29,1605,L8,H,D
USA,37.610597,-81.337583,018,034,5664,3435,2023-09-29,1605,L8,H,D
USA,38.077193,-80.895046,018,033,5654,6991,2023-09-29,1605,L8,H,D
USA,38.077193,-80.895046,018,034,6964,1711,2023-09-29,1605,L8,H,D
USA,38.587027,-81.688629,018,033,3348,5098,2023-09-29,1605,L8,H,D
USA,39.297215,-80.820535,018,033,5863,2478,2023-09-29,1605,L8,H,D
USA,39.333278,-81.363814,018,033,4302,2343,2023-09-29,1605,L8,H,D
USA,39.333279,-81.363466,018,033,4303,2343,2023-09-29,1605,L8,H,D
USA,32.3342,-82.4351,018,037,6145,7101,2023-09-29,1606,L8,M,D
USA,32.335264,-82.436711,018,037,6140,7097,2023-09-29,1606,L8,M,D
USA,32.335534,-82.436715,018,037,6140,7096,2023-09-29,1606,L8,M,D
USA,32.335779,-82.43895,018,037,6133,7095,2023-09-29,1606,L8,H,D
USA,32.335783,-82.438631,018,037,6134,7095,2023-09-29,1606,L8,H,D
USA,32.33605,-82.438954,018,037,6133,7094,2023-09-29,1606,L8,M,D
USA,32.344452,-82.437812,018,037,6137,7063,2023-09-29,1606,L8,M,D
USA,32.344737,-82.436542,018,037,6141,7062,2023-09-29,1606,L8,H,D
USA,32.364487,-83.325358,018,037,3354,6940,2023-09-29,1606,L8,H,D
USA,32.364757,-83.325365,018,037,3354,6939,2023-09-29,1606,L8,H,D
USA,32.412069,-82.836025,018,037,4892,6794,2023-09-29,1606,L8,L,D
USA,32.412339,-82.836031,018,037,4892,6793,2023-09-29,1606,L8,M,D
USA,32.412876,-82.836361,018,037,4891,6791,2023-09-29,1606,L8,L,D
USA,32.432996,-83.057545,018,037,4199,6704,2023-09-29,1606,L8,H,D
USA,32.440281,-82.458159,018,037,6078,6708,2023-09-29,1606,L8,H,D
USA,32.440552,-82.458163,018,037,6078,6707,2023-09-29,1606,L8,H,D
USA,32.440555,-82.457844,018,037,6079,6707,2023-09-29,1606,L8,M,D
USA,32.453954,-83.78263,018,037,1928,6575,2023-09-29,1606,L8,H,D
USA,32.454224,-83.782638,018,037,1928,6574,2023-09-29,1606,L8,H,D
USA,32.512042,-82.917887,018,037,4642,6420,2023-09-29,1606,L8,H,D
